city,state,lat,lng
Green Valley,CA,38.2607,-122.1622
Greenacres,CA,35.3831,-119.1184
Greenfield,CA,36.3232,-121.2451
Greenhorn,CA,39.903,-120.759
Greenview,CA,41.5471,-122.9185
Greenville,CA,40.1336,-120.9454
Grenada,CA,41.6406,-122.526
Gridley,CA,39.3622,-121.6971
Grimes,CA,39.0742,-121.8988
Grizzly Flats,CA,38.6357,-120.5355
Groveland,CA,37.8325,-120.2394
Grover Beach,CA,35.1204,-120.6199
Guadalupe,CA,34.9608,-120.5735
Guerneville,CA,38.5137,-122.9894
Guinda,CA,38.8275,-122.1985
Gustine,CA,37.2545,-120.9949
Hacienda Heights,CA,33.997,-117.9728
Half Moon Bay,CA,37.4688,-122.4383
Hamilton Branch,CA,40.2772,-121.0961
Hamilton City,CA,39.7422,-122.0125
Hanford,CA,36.3274,-119.6549
Happy Camp,CA,41.8104,-123.3892
Harbison Canyon,CA,32.8273,-116.8381
Hardwick,CA,36.4026,-119.7208
Hartley,CA,38.4203,-121.9521
Hasley Canyon,CA,34.4817,-118.6665
Hat Creek,CA,40.8101,-121.4809
Hawaiian Gardens,CA,33.8303,-118.0728
Hawthorne,CA,33.9146,-118.3476
Hayfork,CA,40.561,-123.1299
Hayward,CA,37.6328,-122.0772
Healdsburg,CA,38.6229,-122.8651
Heber,CA,32.7318,-115.5204
Hemet,CA,33.7341,-116.9969
Herald,CA,38.2913,-121.2318
Hercules,CA,38.0064,-122.2564
Herlong,CA,40.1419,-120.1399
Hermosa Beach,CA,33.8654,-118.3966
Hesperia,CA,34.3975,-117.3147
Hickman,CA,37.6228,-120.7532
Hidden Hills,CA,34.1637,-118.6612
Hidden Meadows,CA,33.2236,-117.1198
Hidden Valley Lake,CA,38.8003,-122.5505
Highgrove,CA,34.0106,-117.3098
Highland,CA,34.1113,-117.1654
Hillsborough,CA,37.5573,-122.3587
Hilmar-Irwin,CA,37.4045,-120.8504
Hiouchi,CA,41.7936,-124.0662
Hollister,CA,36.8563,-121.3981
Holtville,CA,32.813,-115.378
Home Garden,CA,36.3025,-119.6362
Home Gardens,CA,33.8784,-117.5116
Homeland,CA,33.7459,-117.1132
Homestead Valley,CA,34.273,-116.4145
Homewood Canyon,CA,35.89,-117.3863
Honcut,CA,39.3326,-121.5388
Hood,CA,38.3693,-121.5155
Hoopa,CA,41.0802,-123.6972
Hopland,CA,38.9691,-123.1173
Hornbrook,CA,41.9079,-122.5596
Hornitos,CA,37.5034,-120.242
Hughson,CA,37.602,-120.866
Humboldt Hill,CA,40.7219,-124.1987
Huntington Beach,CA,33.696,-118.0025
Huntington Park,CA,33.98,-118.2167
Huron,CA,36.2041,-120.0961
Hyampom,CA,40.6262,-123.4689
Hydesville,CA,40.5579,-124.0822
Idyllwild-Pine Cove,CA,33.7443,-116.7257
Imperial,CA,32.839,-115.5719
Imperial Beach,CA,32.5689,-117.1184
Independence,CA,36.8274,-118.2132
Indian Falls,CA,40.0587,-120.9803
Indian Wells,CA,33.7036,-116.3396
Indianola,CA,40.8133,-124.0808
Indio,CA,33.7346,-116.2346
Indio Hills,CA,33.8411,-116.2484
Industry,CA,34.0175,-117.9267
Inglewood,CA,33.9566,-118.3444
Interlaken,CA,36.9505,-121.7363
Inverness,CA,38.082,-122.8471
Inyokern,CA,35.6546,-117.8212
Ione,CA,38.3613,-120.9422
Iron Horse,CA,39.7805,-120.4823
Irvine,CA,33.6772,-117.7738
Irwindale,CA,34.1121,-117.9636
Isla Vista,CA,34.4144,-119.8581
Isleton,CA,38.1617,-121.6051
Ivanhoe,CA,36.3886,-119.2202
Jackson,CA,38.3485,-120.7728
Jacumba,CA,32.6278,-116.1826
Jamestown,CA,37.9574,-120.411
Jamul,CA,32.7184,-116.8709
Janesville,CA,40.2809,-120.5335
Jenner,CA,38.4511,-123.1203
Johannesburg,CA,35.3718,-117.642
Johnstonville,CA,40.3789,-120.5846
Joshua Tree,CA,34.1236,-116.3128
Julian,CA,33.0735,-116.5889
Junction City,CA,40.7274,-123.0615
June Lake,CA,37.7677,-119.1022
Jurupa Valley,CA,34.001,-117.4705
Keddie,CA,40.0059,-120.9525
Keeler,CA,36.4846,-117.872
Keene,CA,35.233,-118.6103
Kelly Ridge,CA,39.5289,-121.4662
Kelseyville,CA,38.9704,-122.8327
Kennedy,CA,37.929,-121.2457
Kennedy Meadows,CA,36.0076,-118.11
Kensington,CA,37.9084,-122.2805
Kentfield,CA,37.9481,-122.5496
Kenwood,CA,38.4153,-122.5387
Kerman,CA,36.7249,-120.0625
Kernville,CA,35.7531,-118.4321
Keswick,CA,40.6135,-122.4606
Kettleman City,CA,36.009,-119.9627
Keyes,CA,37.5618,-120.9088
King City,CA,36.2166,-121.133
Kings Beach,CA,39.249,-120.0201
Kingsburg,CA,36.5245,-119.5602
Kingvale,CA,39.3203,-120.4387
Kirkwood,CA,38.693,-120.064
Klamath,CA,41.5322,-124.0063
Knights Landing,CA,38.7979,-121.7175
Knightsen,CA,37.9633,-121.6511
La Canada Flintridge,CA,34.2097,-118.2002
La Crescenta-Montrose,CA,34.2322,-118.2353
La Habra,CA,33.9278,-117.9513
La Habra Heights,CA,33.9602,-117.951
La Honda,CA,37.3182,-122.2651
La Mesa,CA,32.7703,-117.0204
La Mirada,CA,33.9025,-118.0093
La Palma,CA,33.8504,-118.0406
La Presa,CA,32.711,-117.0027
La Puente,CA,34.0323,-117.9533
La Quinta,CA,33.6536,-116.2785
La Riviera,CA,38.5683,-121.3544
La Selva Beach,CA,36.9276,-121.8445
La Verne,CA,34.1208,-117.7702
La Vina,CA,36.8799,-120.1147
Ladera,CA,37.3996,-122.199
Ladera Heights,CA,33.9972,-118.374
Ladera Ranch,CA,33.5491,-117.6416
Lafayette,CA,37.8919,-122.1189
Laguna Beach,CA,33.5448,-117.7612
Laguna Hills,CA,33.592,-117.6992
Laguna Niguel,CA,33.5275,-117.705
Laguna Woods,CA,33.6098,-117.7299
Lagunitas-Forest Knolls,CA,38.018,-122.6914
Lake Almanor Country Club,CA,40.2578,-121.147
Lake Almanor Peninsula,CA,40.2812,-121.1345
Lake Almanor West,CA,40.2336,-121.2021
Lake Arrowhead,CA,34.2531,-117.1945
Lake California,CA,40.3608,-122.2102
Lake City,CA,41.646,-120.2255
Lake Davis,CA,39.8564,-120.463
Lake Don Pedro,CA,37.6461,-120.3367
Lake Elsinore,CA,33.6847,-117.3344
Lake Forest,CA,33.6606,-117.6712
Lake Hughes,CA,34.6833,-118.4588
Lake Isabella,CA,35.6378,-118.4819
Lake Los Angeles,CA,34.6097,-117.8339
Lake Mathews,CA,33.825,-117.3683
Lake Nacimiento,CA,35.7309,-120.8702
Lake of the Pines,CA,39.0378,-121.0642
Lake of the Woods,CA,34.8226,-119.0027
Lake Riverside,CA,33.5173,-116.8107
Lake San Marcos,CA,33.1196,-117.2088
Lake Sherwood,CA,34.1339,-118.8804
Lake Wildwood,CA,39.235,-121.2003
Lakehead,CA,40.9007,-122.3924
Lakeland Village,CA,33.648,-117.3706
Lakeport,CA,39.0392,-122.9218
Lakeside,CA,32.856,-116.904
Lakeview,CA,33.8285,-117.1233
Lakewood,CA,33.8471,-118.1221
Lamont,CA,35.2651,-118.9159
Lanare,CA,36.4377,-119.9322
Lancaster,CA,34.6935,-118.1753
Larkfield-Wikiup,CA,38.513,-122.7536
Larkspur,CA,37.9393,-122.5313
Las Flores,CA,33.5838,-117.6235
Las Lomas,CA,36.8689,-121.7317
Lathrop,CA,37.809,-121.3131
Laton,CA,36.4338,-119.6916
Lawndale,CA,33.8884,-118.3531
Laytonville,CA,39.6715,-123.4945
Le Grand,CA,37.2288,-120.254
Lebec,CA,34.845,-118.8992
Lee Vining,CA,37.9547,-119.1221
Leggett,CA,39.8635,-123.7253
Lemon Cove,CA,36.379,-119.0312
Lemon Grove,CA,32.7331,-117.0344
Lemon Hill,CA,38.5172,-121.4573
Lemoore,CA,36.2949,-119.7983
Lemoore Station,CA,36.2633,-119.9049
Lennox,CA,33.938,-118.3586
Lenwood,CA,34.8861,-117.1078
Leona Valley,CA,34.6147,-118.299
Lewiston,CA,40.6969,-122.8225
Lexington Hills,CA,37.1616,-121.9879
Lincoln,CA,38.8759,-121.2916
Lincoln Village,CA,38.0054,-121.3339
Linda,CA,39.1241,-121.5421
Lindcove,CA,36.3595,-119.0721
Linden,CA,38.0186,-121.0994
Lindsay,CA,36.2082,-119.0897
Linnell Camp,CA,36.3089,-119.2225
Litchfield,CA,40.3877,-120.3809
Little River,CA,39.2703,-123.7817
Little Valley,CA,40.893,-121.1781
Littlerock,CA,34.5232,-117.9809
Live Oak,CA,36.986,-121.9804
Livermore,CA,37.6862,-121.7608
Livingston,CA,37.3875,-120.7248
Lockeford,CA,38.1509,-121.1554
Lockwood,CA,35.9412,-121.0802
Lodi,CA,38.1218,-121.2932
Lodoga,CA,39.3041,-122.5058
Loleta,CA,40.6409,-124.2225
Loma Linda,CA,34.0451,-117.2498
Loma Mar,CA,37.2658,-122.3007
Loma Rica,CA,39.3204,-121.4038
Lomita,CA,33.7933,-118.3175
Lompico,CA,37.1101,-122.0523
Lompoc,CA,34.6618,-120.4714
London,CA,36.481,-119.444
Lone Pine,CA,36.5774,-118.0777
Long Barn,CA,38.0957,-120.1285
Long Beach,CA,33.7981,-118.1675
Lookout,CA,41.21,-121.1545
Loomis,CA,38.8093,-121.1955
Los Alamitos,CA,33.7972,-118.0594
Los Alamos,CA,34.7375,-120.2783
Los Altos,CA,37.3685,-122.0966
Los Altos Hills,CA,37.3671,-122.139
Los Angeles,CA,34.1139,-118.4068
Los Banos,CA,37.063,-120.8406
Los Berros,CA,35.0809,-120.545
Los Gatos,CA,37.2303,-121.956
Los Molinos,CA,40.027,-122.0981
Los Olivos,CA,34.6647,-120.118
Los Osos,CA,35.3068,-120.8249
Los Ranchos,CA,35.2102,-120.6291
Lost Hills,CA,35.6254,-119.6789
Lower Lake,CA,38.9119,-122.6085
Loyalton,CA,39.6768,-120.2448
Loyola,CA,37.3502,-122.098
Lucas Valley-Marinwood,CA,38.0405,-122.5765
Lucerne,CA,39.0697,-122.776
Lucerne Valley,CA,34.4427,-116.9021
Lynwood,CA,33.924,-118.2017
Lytle Creek,CA,34.2499,-117.5044
Mabie,CA,39.7771,-120.5447
Macdoel,CA,41.8258,-122.0058
Mad River,CA,40.4325,-123.4917
Madera,CA,36.9631,-120.0782
Madera Acres,CA,37.0123,-120.0799
Madison,CA,38.675,-121.9702
Magalia,CA,39.8228,-121.6078
Malaga,CA,36.6816,-119.7318
Malibu,CA,34.0368,-118.7845
Mammoth Lakes,CA,37.6273,-118.99
Manchester,CA,38.9744,-123.6909
Manhattan Beach,CA,33.8895,-118.3972
Manila,CA,40.8513,-124.1631
Manteca,CA,37.7927,-121.2264
Manton,CA,40.4202,-121.854
March ARB,CA,33.8888,-117.2776
Maricopa,CA,35.0516,-119.4054
Marin City,CA,37.8711,-122.5137
Marina,CA,36.6812,-121.7895
Marina del Rey,CA,33.9765,-118.4486
Mariposa,CA,37.4873,-119.9682
Markleeville,CA,38.6841,-119.8225
Martell,CA,38.3623,-120.8039
Martinez,CA,37.9985,-122.116
Marysville,CA,39.1518,-121.5835
Matheny,CA,36.1707,-119.3516
Mather,CA,38.5489,-121.2832
Maxwell,CA,39.2771,-122.1946
Mayfair,CA,36.7693,-119.7612
Mayflower Village,CA,34.116,-118.0096
Maywood,CA,33.9885,-118.1877
McArthur,CA,41.0415,-121.4068
McClellan Park,CA,38.6631,-121.4015
McClenney Tract,CA,35.822,-118.6478
McCloud,CA,41.254,-122.136
McFarland,CA,35.6781,-119.2414
McKinleyville,CA,40.9488,-124.0857
McKittrick,CA,35.2981,-119.6249
McSwain,CA,37.3146,-120.5867
Mead Valley,CA,33.8333,-117.2852
Meadow Valley,CA,39.9322,-121.0831
Meadow Vista,CA,39.003,-121.0304
Meadowbrook,CA,33.7253,-117.2851
Mecca,CA,33.5767,-116.0645
Meiners Oaks,CA,34.4505,-119.2731
Mendocino,CA,39.311,-123.7908
Mendota,CA,36.7555,-120.3776
Menifee,CA,33.6909,-117.1849
Menlo Park,CA,37.4686,-122.1672
Mentone,CA,34.0609,-117.1108
Merced,CA,37.3057,-120.4778
Meridian,CA,39.1404,-121.9079
Mesa,CA,37.4189,-118.5424
Mesa Verde,CA,33.5957,-114.7317
Mesa Vista,CA,38.8103,-119.8033
Mettler,CA,35.0635,-118.9729
Mexican Colony,CA,35.4689,-119.2687
Mi-Wuk Village,CA,38.057,-120.179
Middletown,CA,38.7518,-122.6221
Midpines,CA,37.5531,-119.9485
Midway City,CA,33.7451,-117.9849
Milford,CA,40.1634,-120.3686
Mill Valley,CA,37.9085,-122.5421
Millbrae,CA,37.5994,-122.4023
Millville,CA,40.5576,-122.1696
Milpitas,CA,37.4339,-121.8921
Mineral,CA,40.3755,-121.5694
Minkler,CA,36.7277,-119.4587
Mira Monte,CA,34.4284,-119.2853
Miranda,CA,40.2289,-123.8173
Mission Canyon,CA,34.4534,-119.7125
Mission Hills,CA,34.6861,-120.4404
Mission Viejo,CA,33.6095,-117.655
Modesto,CA,37.6374,-121.0028
Mohawk Vista,CA,39.8048,-120.5883
Mojave,CA,35.0139,-118.1895
Mokelumne Hill,CA,38.3057,-120.7061
Monmouth,CA,36.5656,-119.7405
Mono City,CA,38.0412,-119.1467
Mono Vista,CA,38.0124,-120.2697
Monrovia,CA,34.165,-117.9921
Monson,CA,36.4927,-119.3358
Montague,CA,41.7276,-122.5304
Montalvin Manor,CA,37.9977,-122.33
Montara,CA,37.5482,-122.4924
Montclair,CA,34.0714,-117.698
Monte Rio,CA,38.4683,-123.0147
Monte Sereno,CA,37.2404,-121.9882
Montebello,CA,34.0155,-118.1108
Montecito,CA,34.4382,-119.6286
Monterey,CA,36.5922,-121.8807
Monterey Park,CA,34.0497,-118.1326
Monterey Park Tract,CA,37.5268,-121.0115
Montgomery Creek,CA,40.8415,-121.9215
Monument Hills,CA,38.6641,-121.8756
Moorpark,CA,34.2855,-118.877
Morada,CA,38.0386,-121.2456
Moraga,CA,37.8439,-122.1225
Moreno Valley,CA,33.9244,-117.2045
Morgan Hill,CA,37.1326,-121.6417
Morongo Valley,CA,34.0724,-116.5627
Morro Bay,CA,35.3681,-120.8481
Moskowite Corner,CA,38.4464,-122.1945
Moss Beach,CA,37.5184,-122.5036
Moss Landing,CA,36.8019,-121.7872
Mount Hebron,CA,41.7855,-122.0083
Mount Hermon,CA,37.0511,-122.0533
Mount Shasta,CA,41.3206,-122.315
Mountain Gate,CA,40.7184,-122.3262
Mountain House,CA,37.774,-121.5452
Mountain Mesa,CA,35.6411,-118.4047
Mountain Ranch,CA,38.2509,-120.5119
Mountain View,CA,37.4,-122.0796
Mountain View Acres,CA,34.4976,-117.3472
Muir Beach,CA,37.8654,-122.5858
Murphys,CA,38.1447,-120.4348
Murrieta,CA,33.572,-117.1909
Muscoy,CA,34.155,-117.3477
Myrtletown,CA,40.7888,-124.1286
Napa,CA,38.2976,-122.3011
National City,CA,32.6654,-117.0983
Needles,CA,34.8164,-114.6189
Nevada City,CA,39.2607,-121.0231
New Cuyama,CA,34.9421,-119.6808
New Pine Creek,CA,41.9872,-120.3009
Newark,CA,37.5204,-122.0312
Newcastle,CA,38.8677,-121.1318
Newell,CA,41.8897,-121.3675
Newman,CA,37.3157,-121.0211
Newport Beach,CA,33.6151,-117.8669
Nicasio,CA,38.0605,-122.7008
Nice,CA,39.1266,-122.8526
Nicolaus,CA,38.8981,-121.5729
Niland,CA,33.2387,-115.5146
Nipinnawasee,CA,37.4031,-119.7293
Nipomo,CA,35.0323,-120.4991
Norco,CA,33.9252,-117.5499
Nord,CA,39.774,-121.9549
Norris Canyon,CA,37.7454,-121.9878
North Auburn,CA,38.9306,-121.0821
North Edwards,CA,35.0474,-117.8093
North El Monte,CA,34.103,-118.0238
North Fair Oaks,CA,37.4754,-122.2035
North Gate,CA,37.9062,-121.9981
North Highlands,CA,38.6713,-121.3721
North Lakeport,CA,39.0883,-122.9054
North Richmond,CA,37.9642,-122.3711
North San Juan,CA,39.3719,-121.106
North Shore,CA,33.5157,-115.9092
North Tustin,CA,33.7644,-117.7945
Norwalk,CA,33.9069,-118.0829
Novato,CA,38.092,-122.5576
Nubieber,CA,41.0967,-121.1816
Nuevo,CA,33.8011,-117.1415
Oak Glen,CA,34.0448,-116.9497
Oak Hills,CA,34.3912,-117.4125
Oak Park,CA,34.1849,-118.7669
Oak Shores,CA,35.7624,-120.9817
Oak View,CA,34.399,-119.2976
Oakdale,CA,37.7616,-120.847
Oakhurst,CA,37.3342,-119.6483
Oakland,CA,37.7903,-122.2165
Oakley,CA,37.9929,-121.6951
Oakville,CA,38.4384,-122.4067
Oasis,CA,33.5275,-116.1261
Occidental,CA,38.4004,-122.9349
Oceano,CA,35.1019,-120.609
Oceanside,CA,33.2247,-117.3083
Ocotillo,CA,32.7431,-116.002
Oildale,CA,35.4249,-119.0279
Ojai,CA,34.4487,-119.2469
Olancha,CA,36.2704,-118.0015
Old Fig Garden,CA,36.7989,-119.8051
Old Station,CA,40.6722,-121.4228
Olivehurst,CA,39.0817,-121.5549
Ontario,CA,34.0393,-117.6064
Onyx,CA,35.6839,-118.2102
Orange,CA,33.8038,-117.8218
Orange Cove,CA,36.6211,-119.3188
Orangevale,CA,38.6881,-121.2209
Orcutt,CA,34.8668,-120.4269
Orick,CA,41.2909,-124.0692
Orinda,CA,37.8808,-122.1791
Orland,CA,39.7461,-122.1856
Orosi,CA,36.5434,-119.2903
Oroville,CA,39.4999,-121.5634
Oroville East,CA,39.4947,-121.4866
Oxnard,CA,34.1963,-119.1815
Pacheco,CA,37.9878,-122.07
Pacific Grove,CA,36.6192,-121.9255
Pacifica,CA,37.6112,-122.4781
Pajaro,CA,36.9016,-121.7417
Pajaro Dunes,CA,36.8722,-121.8101
Pala,CA,33.3617,-117.0696
Palermo,CA,39.4313,-121.5225
Palm Desert,CA,33.7378,-116.3695
Palm Springs,CA,33.8017,-116.5382
Palmdale,CA,34.5944,-118.1057
Palo Alto,CA,37.3913,-122.1468
Palo Cedro,CA,40.5511,-122.2363
Palo Verde,CA,33.4279,-114.7273
Palos Verdes Estates,CA,33.7871,-118.3976
Panorama Heights,CA,35.8068,-118.627
Paradise,CA,39.7558,-121.6063
Paradise Park,CA,37.0063,-122.0425
Paramount,CA,33.8976,-118.1652
Parklawn,CA,37.6069,-120.9793
Parksdale,CA,36.9465,-120.0212
Parkway,CA,38.4993,-121.452
Parkwood,CA,36.9293,-120.0482
Parlier,CA,36.6087,-119.5434
Pasadena,CA,34.1597,-118.139
Pasatiempo,CA,37.0035,-122.0265
Paskenta,CA,39.8833,-122.5458
Patterson,CA,37.4758,-121.1535
Patterson Tract,CA,36.3795,-119.2956
Patton Village,CA,40.1401,-120.1778
Paynes Creek,CA,40.3409,-121.9174
Pearsonville,CA,35.8188,-117.8755
Penn Valley,CA,39.1954,-121.1942
Penngrove,CA,38.3005,-122.6707
Penryn,CA,38.8478,-121.1699
Perris,CA,33.7899,-117.2233
Pescadero,CA,37.2507,-122.3725
Petaluma,CA,38.2423,-122.6267
Peters,CA,37.9763,-121.044
Phelan,CA,34.4398,-117.5248
Phillipsville,CA,40.2117,-123.7844
Philo,CA,39.0657,-123.4452
Phoenix Lake,CA,38.0075,-120.3089
Pico Rivera,CA,33.9902,-118.0888
Piedmont,CA,37.8226,-122.23
Pike,CA,39.4278,-120.9996
Pine Canyon,CA,36.1757,-121.1498
Pine Flat,CA,35.8737,-118.6427
Pine Grove,CA,38.4074,-120.6606
Pine Hills,CA,40.7313,-124.1551
Pine Mountain Club,CA,34.8446,-119.1669
Pine Mountain Lake,CA,37.8599,-120.1843
Pine Valley,CA,32.8415,-116.5107
Pinole,CA,37.9931,-122.2834
Pinon Hills,CA,34.4438,-117.6214
Pioneer,CA,38.4354,-120.5848
Piru,CA,34.4075,-118.7999
Pismo Beach,CA,35.1484,-120.6492
Pittsburg,CA,38.0182,-121.8964
Pixley,CA,35.9769,-119.2889
Placentia,CA,33.8807,-117.8553
Placerville,CA,38.7308,-120.7978
Plainview,CA,36.1423,-119.1375
Planada,CA,37.2892,-120.3207
Pleasant Hill,CA,37.954,-122.0759
Pleasanton,CA,37.6663,-121.8805
Pleasure Point,CA,36.9618,-121.9715
Plumas Eureka,CA,39.7982,-120.6645
Plumas Lake,CA,38.9924,-121.558
Plymouth,CA,38.4776,-120.8584
Point Arena,CA,38.9123,-123.6955
Point Reyes Station,CA,38.0847,-122.8093
Pollock Pines,CA,38.7564,-120.5904
Pomona,CA,34.0585,-117.7626
Poplar-Cotton Center,CA,36.0564,-119.1493
Port Costa,CA,38.0446,-122.185
Port Hueneme,CA,34.1617,-119.2036
Porterville,CA,36.0644,-119.0338
Portola,CA,39.8241,-120.4733
Portola Valley,CA,37.3713,-122.2203
Poso Park,CA,35.8114,-118.6364
Potrero,CA,32.6131,-116.6068
Potter Valley,CA,39.319,-123.1123
Poway,CA,32.9871,-117.0201
Prattville,CA,40.206,-121.1575
Princeton,CA,39.4029,-122.0212
Proberta,CA,40.0762,-122.1776
Prunedale,CA,36.8064,-121.6555
Quartz Hill,CA,34.6527,-118.2163
Quincy,CA,39.931,-120.9548
Rackerby,CA,39.4261,-121.3542
Rail Road Flat,CA,38.3168,-120.491
Rainbow,CA,33.4098,-117.1395
Raisin City,CA,36.6033,-119.9092
Ramona,CA,33.0474,-116.8767
Rancho Calaveras,CA,38.1248,-120.857
Rancho Cordova,CA,38.574,-121.2523
Rancho Cucamonga,CA,34.1248,-117.5666
Rancho Mirage,CA,33.7634,-116.4271
Rancho Murieta,CA,38.5085,-121.0716
Rancho Palos Verdes,CA,33.7554,-118.3637
Rancho San Diego,CA,32.7624,-116.9197
Rancho Santa Fe,CA,33.024,-117.1992
Rancho Santa Margarita,CA,33.6318,-117.5989
Rancho Tehama Reserve,CA,40.001,-122.4418
Randsburg,CA,35.368,-117.6607
Red Bluff,CA,40.1735,-122.2413
Red Corral,CA,38.4116,-120.6056
Redcrest,CA,40.3987,-123.9474
Redding,CA,40.5698,-122.365
Redlands,CA,34.0511,-117.1712
Redondo Beach,CA,33.8574,-118.3766
Redway,CA,40.1209,-123.822
Redwood City,CA,37.5026,-122.2252
Redwood Valley,CA,39.269,-123.2023
Reedley,CA,36.5987,-119.4473
Reliez Valley,CA,37.9399,-122.1027
Rialto,CA,34.1174,-117.3894
Richfield,CA,39.9738,-122.1732
Richgrove,CA,35.7966,-119.1069
Richmond,CA,37.9477,-122.339
Richvale,CA,39.4937,-121.7507
Ridgecrest,CA,35.6308,-117.6621
Ridgemark,CA,36.8082,-121.3623
Rio del Mar,CA,36.9607,-121.8807
Rio Dell,CA,40.5022,-124.1103
Rio Linda,CA,38.6876,-121.4418
Rio Oso,CA,38.9518,-121.531
Rio Vista,CA,38.1763,-121.7025
Ripley,CA,33.5238,-114.6531
Ripon,CA,37.7417,-121.131
River Pines,CA,38.5454,-120.7475
Riverbank,CA,37.7268,-120.9402
Riverdale,CA,36.4304,-119.8671
Riverdale Park,CA,37.6028,-121.0425
Riverside,CA,33.9381,-117.3948
Robbins,CA,38.8672,-121.7055
Robinson Mill,CA,39.4857,-121.3202
Rocklin,CA,38.8075,-121.2488
Rodeo,CA,38.0368,-122.2526
Rodriguez Camp,CA,35.809,-119.1388
Rohnert Park,CA,38.348,-122.6964
Rolling Hills,CA,33.76,-118.3471
Rolling Hills Estates,CA,33.7783,-118.3509
Rollingwood,CA,37.9655,-122.3305
Romoland,CA,33.7648,-117.1572
Rosamond,CA,34.8658,-118.2154
Rose Hills,CA,34.009,-118.0419
Rosedale,CA,35.3887,-119.2058
Rosemead,CA,34.0689,-118.0823
Rosemont,CA,38.5477,-121.3553
Roseville,CA,38.7703,-121.3196
Ross,CA,37.9638,-122.5615
Rossmoor,CA,33.7886,-118.0803
Rough and Ready,CA,39.234,-121.1381
Round Mountain,CA,40.8005,-121.9376
Round Valley,CA,37.4067,-118.5819
Rouse,CA,37.6196,-121.0084
Rowland Heights,CA,33.9716,-117.8911
Running Springs,CA,34.2104,-117.1147
Ruth,CA,40.2943,-123.3483
Rutherford,CA,38.4568,-122.4231
Sacramento,CA,38.5667,-121.4683
Salida,CA,37.7145,-121.087
Salinas,CA,36.6884,-121.6317
Salmon Creek,CA,38.3463,-123.0595
Salton City,CA,33.2994,-115.9609
Salton Sea Beach,CA,33.3759,-116.0115
Samoa,CA,40.8146,-124.1893
San Andreas,CA,38.1911,-120.6763
San Anselmo,CA,37.9821,-122.5699
San Antonio Heights,CA,34.1571,-117.6592
San Ardo,CA,36.0237,-120.9074
San Bernardino,CA,34.1417,-117.2946
San Bruno,CA,37.6254,-122.4313
San Buenaventura,CA,34.2741,-119.2314
San Carlos,CA,37.4982,-122.268
San Clemente,CA,33.4498,-117.6103
San Diego,CA,32.8312,-117.1225
San Diego Country Estates,CA,33.0093,-116.7874
San Dimas,CA,34.1082,-117.809
San Fernando,CA,34.2886,-118.4363
San Francisco,CA,37.7562,-122.443
San Gabriel,CA,34.0948,-118.099
San Geronimo,CA,38.0068,-122.6634
San Jacinto,CA,33.797,-116.9916
San Joaquin,CA,36.6057,-120.1897
San Jose,CA,37.3019,-121.8486
San Juan Bautista,CA,36.8455,-121.538
San Juan Capistrano,CA,33.5009,-117.6544
San Leandro,CA,37.7071,-122.1601
San Lorenzo,CA,37.6737,-122.1349
San Lucas,CA,36.1283,-121.0217
San Luis Obispo,CA,35.2669,-120.6691
San Marcos,CA,33.135,-117.1744
San Marino,CA,34.1224,-118.1132
San Martin,CA,37.0829,-121.5963
San Mateo,CA,37.5521,-122.3122
San Miguel,CA,37.8867,-122.0368
San Pablo,CA,37.9628,-122.3425
San Pasqual,CA,34.1393,-118.1027
San Rafael,CA,37.9905,-122.5222
San Ramon,CA,37.7625,-121.9365
San Simeon,CA,35.6182,-121.1375
Sand City,CA,36.6189,-121.8478
Sanger,CA,36.699,-119.5575
Santa Ana,CA,33.7366,-117.8819
Santa Barbara,CA,34.4285,-119.7202
Santa Clara,CA,37.3645,-121.968
Santa Clarita,CA,34.4175,-118.4964
Santa Cruz,CA,36.9789,-122.0346
Santa Fe Springs,CA,33.933,-118.0625
Santa Margarita,CA,35.3893,-120.6084
Santa Maria,CA,34.9334,-120.4432
Santa Monica,CA,34.0232,-118.4813
Santa Nella,CA,37.1014,-121.0153
Santa Paula,CA,34.3521,-119.0698
Santa Rosa,CA,38.4458,-122.7067
Santa Rosa Valley,CA,34.2453,-118.9023
Santa Susana,CA,34.258,-118.6662
Santa Venetia,CA,38.0055,-122.5032
Santa Ynez,CA,34.6151,-120.0944
Santee,CA,32.8554,-116.9851
Saranap,CA,37.8878,-122.076
Saratoga,CA,37.2684,-122.0263
Saticoy,CA,34.2819,-119.1452
Sattley,CA,39.6265,-120.4357
Sausalito,CA,37.858,-122.4932
Scotia,CA,40.4774,-124.1032
Scotts Valley,CA,37.0555,-122.0118
Sea Ranch,CA,38.7165,-123.4527
Seacliff,CA,36.977,-121.9176
Seal Beach,CA,33.7542,-118.0714
Searles Valley,CA,35.7701,-117.3967
Seaside,CA,36.6224,-121.8191
Sebastopol,CA,38.4001,-122.8276
Seeley,CA,32.7899,-115.6842
Selma,CA,36.5715,-119.6143
Sequoia Crest,CA,36.1858,-118.6256
Sereno del Mar,CA,38.3836,-123.0732
Seville,CA,36.4856,-119.2247
Shafter,CA,35.4794,-119.2013
Shandon,CA,35.6536,-120.3831
Shasta,CA,40.591,-122.4797
Shasta Lake,CA,40.679,-122.3775
Shaver Lake,CA,37.0971,-119.3245
Shell Ridge,CA,37.906,-122.0345
Shelter Cove,CA,40.0389,-124.0558
Sheridan,CA,38.969,-121.3559
